number	latency	duration	channel	bvtime	bvmknum	type	code	urevent	epoch
77.000000	153277.000000	1.000000	0.000000		106.000000	S  1	Stimulus	106.000000	39.000000
78.000000	154001.000000	1.000000	0.000000		107.000000	S  6	Stimulus	107.000000	39.000000
79.000000	157278.000000	1.000000	0.000000		110.000000	S  2	Stimulus	110.000000	40.000000
80.000000	158001.000000	1.000000	0.000000		111.000000	S  6	Stimulus	111.000000	40.000000
81.000000	161313.000000	1.000000	0.000000		115.000000	S  2	Stimulus	115.000000	41.000000
82.000000	162001.000000	1.000000	0.000000		116.000000	S  6	Stimulus	116.000000	41.000000
83.000000	165381.000000	1.000000	0.000000		117.000000	S  2	Stimulus	117.000000	42.000000
84.000000	166001.000000	1.000000	0.000000		118.000000	S  6	Stimulus	118.000000	42.000000
85.000000	169336.000000	1.000000	0.000000		119.000000	S  1	Stimulus	119.000000	43.000000
86.000000	170001.000000	1.000000	0.000000		120.000000	S  6	Stimulus	120.000000	43.000000
87.000000	173327.000000	1.000000	0.000000		121.000000	S  2	Stimulus	121.000000	44.000000
88.000000	174001.000000	1.000000	0.000000		122.000000	S  6	Stimulus	122.000000	44.000000
89.000000	177463.000000	1.000000	0.000000		123.000000	S  1	Stimulus	123.000000	45.000000
90.000000	178001.000000	1.000000	0.000000		124.000000	S  6	Stimulus	124.000000	45.000000
91.000000	181430.000000	1.000000	0.000000		125.000000	S  1	Stimulus	125.000000	46.000000
92.000000	182001.000000	1.000000	0.000000		126.000000	S  6	Stimulus	126.000000	46.000000
93.000000	185398.000000	1.000000	0.000000		131.000000	S  2	Stimulus	131.000000	47.000000
94.000000	186001.000000	1.000000	0.000000		132.000000	S  6	Stimulus	132.000000	47.000000
95.000000	189379.000000	1.000000	0.000000		135.000000	S  2	Stimulus	135.000000	48.000000
96.000000	190001.000000	1.000000	0.000000		136.000000	S  6	Stimulus	136.000000	48.000000
97.000000	193468.000000	1.000000	0.000000		139.000000	S  2	Stimulus	139.000000	49.000000
98.000000	194001.000000	1.000000	0.000000		140.000000	S  6	Stimulus	140.000000	49.000000
99.000000	197425.000000	1.000000	0.000000		143.000000	S  2	Stimulus	143.000000	50.000000
100.000000	198001.000000	1.000000	0.000000		144.000000	S  6	Stimulus	144.000000	50.000000
101.000000	201253.000000	1.000000	0.000000		145.000000	S  1	Stimulus	145.000000	51.000000
102.000000	202001.000000	1.000000	0.000000		146.000000	S  6	Stimulus	146.000000	51.000000
103.000000	205291.000000	1.000000	0.000000		154.000000	S  1	Stimulus	154.000000	52.000000
104.000000	206001.000000	1.000000	0.000000		155.000000	S  6	Stimulus	155.000000	52.000000
105.000000	209259.000000	1.000000	0.000000		156.000000	S  2	Stimulus	156.000000	53.000000
106.000000	210001.000000	1.000000	0.000000		157.000000	S  6	Stimulus	157.000000	53.000000
107.000000	213319.000000	1.000000	0.000000		158.000000	S  2	Stimulus	158.000000	54.000000
108.000000	214001.000000	1.000000	0.000000		159.000000	S  6	Stimulus	159.000000	54.000000
109.000000	217258.000000	1.000000	0.000000		162.000000	S  2	Stimulus	162.000000	55.000000
110.000000	218001.000000	1.000000	0.000000		163.000000	S  6	Stimulus	163.000000	55.000000
111.000000	221395.000000	1.000000	0.000000		170.000000	S  2	Stimulus	170.000000	56.000000
112.000000	222001.000000	1.000000	0.000000		171.000000	S  6	Stimulus	171.000000	56.000000
113.000000	225331.000000	1.000000	0.000000		172.000000	S  1	Stimulus	172.000000	57.000000
114.000000	226001.000000	1.000000	0.000000		173.000000	S  6	Stimulus	173.000000	57.000000
115.000000	229428.000000	1.000000	0.000000		174.000000	S  2	Stimulus	174.000000	58.000000
116.000000	230001.000000	1.000000	0.000000		175.000000	S  6	Stimulus	175.000000	58.000000
117.000000	233508.000000	1.000000	0.000000		176.000000	S  1	Stimulus	176.000000	59.000000
118.000000	234001.000000	1.000000	0.000000		177.000000	S  6	Stimulus	177.000000	59.000000
119.000000	237494.000000	1.000000	0.000000		178.000000	S  2	Stimulus	178.000000	60.000000
120.000000	238001.000000	1.000000	0.000000		179.000000	S  6	Stimulus	179.000000	60.000000
121.000000	241452.000000	1.000000	0.000000		180.000000	S  1	Stimulus	180.000000	61.000000
122.000000	242001.000000	1.000000	0.000000		181.000000	S  6	Stimulus	181.000000	61.000000
123.000000	245425.000000	1.000000	0.000000		184.000000	S  1	Stimulus	184.000000	62.000000
124.000000	246001.000000	1.000000	0.000000		185.000000	S  6	Stimulus	185.000000	62.000000
125.000000	249335.000000	1.000000	0.000000		188.000000	S  2	Stimulus	188.000000	63.000000
126.000000	250001.000000	1.000000	0.000000		189.000000	S  6	Stimulus	189.000000	63.000000
127.000000	253277.000000	1.000000	0.000000		192.000000	S  1	Stimulus	192.000000	64.000000
128.000000	254001.000000	1.000000	0.000000		193.000000	S  6	Stimulus	193.000000	64.000000
129.000000	257440.000000	1.000000	0.000000		201.000000	S  2	Stimulus	201.000000	65.000000
130.000000	258001.000000	1.000000	0.000000		202.000000	S  6	Stimulus	202.000000	65.000000
131.000000	261432.000000	1.000000	0.000000		203.000000	S  2	Stimulus	203.000000	66.000000
132.000000	262001.000000	1.000000	0.000000		204.000000	S  6	Stimulus	204.000000	66.000000
133.000000	265318.000000	1.000000	0.000000		211.000000	S  2	Stimulus	211.000000	67.000000
134.000000	266001.000000	1.000000	0.000000		212.000000	S  6	Stimulus	212.000000	67.000000
135.000000	269314.000000	1.000000	0.000000		216.000000	S  2	Stimulus	216.000000	68.000000
136.000000	270001.000000	1.000000	0.000000		217.000000	S  6	Stimulus	217.000000	68.000000
137.000000	273315.000000	1.000000	0.000000		218.000000	S  1	Stimulus	218.000000	69.000000
138.000000	274001.000000	1.000000	0.000000		219.000000	S  6	Stimulus	219.000000	69.000000
139.000000	277431.000000	1.000000	0.000000		229.000000	S  1	Stimulus	229.000000	70.000000
140.000000	278001.000000	1.000000	0.000000		230.000000	S  6	Stimulus	230.000000	70.000000
141.000000	281475.000000	1.000000	0.000000		248.000000	S  1	Stimulus	248.000000	71.000000
142.000000	282001.000000	1.000000	0.000000		249.000000	S  6	Stimulus	249.000000	71.000000
143.000000	285348.000000	1.000000	0.000000		252.000000	S  1	Stimulus	252.000000	72.000000
144.000000	286001.000000	1.000000	0.000000		253.000000	S  6	Stimulus	253.000000	72.000000
145.000000	289316.000000	1.000000	0.000000		256.000000	S  1	Stimulus	256.000000	73.000000
146.000000	290001.000000	1.000000	0.000000		257.000000	S  6	Stimulus	257.000000	73.000000
